S. cerevisiae			
Genes included in this table have RNA RPM >= 10.0 and RPF RPM > 0 for RNA-Seq and ribosome profiling data			
Transcript ID	mRNA RPKM	RPF RPKM	log2(TE)
YMR071C	107.02	151.96	0.505811183
YMR072W	296.32	602.16	1.022990873
YMR073C	42.72	30.1	-0.50514816
YMR074C	247.31	253.36	0.034868196
YMR075W	24.44	15.74	-0.634808744
YMR076C	40.14	26.95	-0.574755344
YMR077C	22.69	23.52	0.051831451
YMR078C	34.24	13.54	-1.338454963
YMR079W	320.56	420.52	0.391580002
YMR080C	101.63	52.3	-0.95844348
YMR083W	527.28	622.17	0.238739557
YMR086W	44.27	34.09	-0.376980774
YMR087W	19.05	15.72	-0.27718978
YMR088C	50.51	27.98	-0.852173079
YMR089C	97.99	42.17	-1.216417506
YMR090W	22.69	17.98	-0.335663588
YMR091C	81.56	97.43	0.25650429
YMR092C	155.43	173.41	0.157922107
YMR093W	76.5	66.73	-0.197124244
YMR094W	14.19	4.87	-1.542880912
YMR096W	18.49	1.05	-4.138283992
YMR097C	28.84	16.06	-0.844599272
YMR098C	28.15	12.74	-1.143769645
YMR099C	256.33	334.01	0.38188896
YMR100W	37.8	13.62	-1.472659531
YMR102C	35.33	17.97	-0.97530334
YMR104C	14.5	7.75	-0.903784685
YMR105C	58.95	67.55	0.196463956
YMR106C	14.9	9.81	-0.602987289
YMR108W	386.28	435.52	0.173091989
YMR109W	106.17	48.96	-1.116700704
YMR110C	41.97	42.46	0.016745908
YMR111C	16.62	10.05	-0.725724881
YMR112C	41.19	64.58	0.648793315
YMR113W	29.04	22.9	-0.342693855
YMR114C	10.91	6.42	-0.765005899
YMR115W	37.85	28.03	-0.433321556
YMR116C	4054.26	4446.18	0.133127744
YMR117C	25.22	23.43	-0.106211321
YMR119W	44.62	15.17	-1.556469428
YMR120C	248.45	297.72	0.261000599
YMR122W-A	912.99	3084.38	1.756309555
YMR123W	171.46	221.44	0.3690438
YMR124W	27.32	19.23	-0.506598721
YMR125W	129.09	89.7	-0.525197356
YMR126C	21.63	5.26	-2.039898961
YMR127C	23.44	9.49	-1.304492577
YMR128W	59.91	56.13	-0.094024774
YMR129W	74.47	38.73	-0.943207856
YMR130W	49.14	41.23	-0.253203396
YMR132C	17.41	18.26	0.068770562
YMR134W	33.52	44.36	0.404237216
YMR135C	22.55	13.29	-0.762786329
YMR136W	14.38	15.39	0.097929556
YMR137C	9.04	5.85	-0.627886148
YMR138W	20.38	17.48	-0.221448867
YMR139W	38.94	31.16	-0.321557651
YMR140W	35.36	22.95	-0.623624121
YMR144W	29.95	27.33	-0.132070543
YMR145C	146.86	125.7	-0.224456855
YMR146C	353.65	476.17	0.429154468
YMR147W	18.55	20.61	0.151925318
YMR148W	27.69	19.57	-0.500721298
YMR149W	171.2	151.91	-0.172465858
YMR150C	59.69	34.37	-0.796339402
YMR152W	61.52	73.17	0.250196756
YMR153W	47.38	60.58	0.35456338
YMR154C	12.27	4.32	-1.506032032
YMR155W	18.82	11.25	-0.742341627
YMR157C	37.81	33.3	-0.183245672
YMR158W	62.99	86.49	0.457410526
YMR160W	15.6	8.66	-0.849107099
YMR161W	66.23	103.16	0.639326915
YMR162C	38.42	10.71	-1.842899039
YMR163C	16.6	5.12	-1.696967526
YMR165C	34.16	18.92	-0.852395886
YMR166C	26.19	10.37	-1.336600166
YMR167W	20.24	11.81	-0.777200325
YMR168C	18.1	6.81	-1.410262994
YMR171C	48.43	17.54	-1.465252255
YMR172W	21.36	9.99	-1.096355064
YMR176W	29.6	5.9	-2.326810316
YMR177W	22.7	16.68	-0.444573009
YMR178W	72.85	76.97	0.079367275
YMR179W	27.67	14.93	-0.890108478
YMR180C	22.89	6.95	-1.71963258
YMR183C	205.53	274.8	0.419033013
YMR184W	52.85	71.26	0.431189012
YMR185W	24.65	9.67	-1.349999852
YMR187C	14.49	7.56	-0.938599455
YMR188C	48.65	72.27	0.570957089
YMR189W	156.78	97.52	-0.684971499
YMR190C	31.77	6.25	-2.345736995
YMR191W	43.81	24.8	-0.820920094
YMR192W	27.68	23.43	-0.240486989
YMR193W	36.96	55.69	0.591453536
YMR195W	55.67	74.43	0.418984153
YMR196W	27.97	17.18	-0.703150217
YMR197C	70.78	110.61	0.644068155
YMR198W	26.21	12.87	-1.0261053
YMR199W	43.85	24.59	-0.834505108
YMR200W	109.75	152.55	0.47506124
YMR201C	17.19	15.93	-0.109823278
YMR202W	455.19	370.33	-0.297657438
YMR203W	251.22	375.86	0.581244064
YMR204C	13.32	7.88	-0.757326548
YMR205C	932.99	994.59	0.092240308
YMR207C	24.69	3.48	-2.826767625
YMR208W	59.18	69.06	0.222740638
YMR209C	38.85	20.89	-0.895102106
YMR210W	21.82	18.54	-0.235009858
YMR211W	18.71	11.88	-0.655274722
YMR212C	68.89	35.13	-0.971591001
YMR213W	18.59	14.89	-0.320183016
YMR214W	89.15	101.69	0.189871111
YMR215W	148.81	164.01	0.140312303
YMR216C	82.47	39.65	-1.056548542
YMR217W	605.69	727.26	0.263891636
YMR218C	28.44	12.31	-1.208090703
YMR219W	40.85	28.85	-0.50176476
YMR220W	102.16	75.08	-0.444329875
YMR221C	72.45	47.91	-0.596658876
YMR222C	47.13	69.06	0.551204653
YMR223W	32.69	18.45	-0.825228561
YMR224C	14.98	8.96	-0.741466986
YMR225C	82.42	113.83	0.465814463
YMR226C	294.31	442.82	0.58938382
YMR227C	14.34	25.84	0.849561046
YMR228W	28.79	22.43	-0.360138168
YMR229C	306.04	213.2	-0.52151279
YMR231W	36.83	20.4	-0.852312245
YMR232W	6.7	0.63	-3.410737362
YMR233W	29.25	25.19	-0.215585503
YMR234W	34.58	16.97	-1.026951304
YMR235C	242.31	253.85	0.067122315
YMR236W	133.48	148.23	0.15121387
YMR237W	111.9	72.45	-0.627152441
YMR238W	67.3	64.59	-0.059295685
YMR239C	31.5	22.67	-0.474567438
YMR240C	19.7	18.42	-0.096922568
YMR241W	267.81	283.65	0.082902032
YMR243C	241.95	162.11	-0.577735851
YMR244C-A	66.07	108.98	0.721996146
YMR246W	302.93	286.29	-0.081507181
YMR247C	53.86	27.49	-0.970307323
YMR250W	38.22	30.86	-0.308589716
YMR251W-A	783.02	1676.93	1.098701405
YMR252C	29.06	12.54	-1.212497355
YMR253C	24.08	20.06	-0.263513786
YMR255W	51.19	58.57	0.194299888
YMR256C	93.88	212.33	1.177418476
YMR257C	18.86	2.36	-2.998470911
YMR258C	40.5	18.32	-1.144502405
YMR259C	47	25.25	-0.896377369
YMR260C	820.27	980.61	0.257580609
YMR261C	102.04	88.53	-0.204896477
YMR262W	28.3	15.34	-0.88350357
YMR263W	40.03	71.96	0.846113571
YMR264W	120.03	76.99	-0.640652059
YMR265C	15.95	8.41	-0.923378718
YMR266W	107.73	56.09	-0.941604571
YMR267W	47.8	39.26	-0.283950445
YMR268C	16.16	10.57	-0.612451821
YMR270C	40.02	10.64	-1.911223016
YMR272C	84.63	92.47	0.127816222
YMR274C	17.53	15.01	-0.223902019
YMR275C	39.15	18.77	-1.060583657
YMR276W	256.76	413.26	0.686629264
YMR277W	56.78	30.67	-0.888554682
YMR278W	48.05	45.72	-0.071711027
YMR280C	3.19	1.61	-0.986495736
YMR281W	25.89	29.14	0.170605912
YMR282C	25.89	9.73	-1.411883255
YMR283C	18.65	9.3	-1.003873009
YMR284W	19.14	10.3	-0.893946492
YMR285C	32.53	31.04	-0.067642265
YMR286W	71.4	110.68	0.63239857
YMR287C	19.41	6.99	-1.473435757
YMR288W	26.8	19.59	-0.452115603
YMR289W	40.02	28.32	-0.498899902
YMR290C	160.87	206.75	0.361992021
YMR291W	55.69	54	-0.044458885
YMR292W	126.48	126.77	0.003304101
YMR293C	11.1	6.79	-0.709076197
YMR294W	17.35	11.02	-0.654811439
YMR295C	245.25	488.87	0.995197739
YMR296C	130.13	99.58	-0.386025677
YMR297W	367.74	310.15	-0.245719986
YMR298W	138.08	201.06	0.542121723
YMR299C	23.82	10.06	-1.243543108
YMR300C	153.66	162.19	0.077943213
YMR301C	41.19	23.74	-0.794974191
YMR302C	46.63	20.87	-1.159827829
YMR304W	56.11	31.71	-0.823320035
YMR305C	282.47	357.39	0.339401615
YMR306W	2.76	0.16	-4.108524457
YMR307W	1180.96	1208.29	0.033006655
YMR308C	203.29	108.97	-0.899608241
YMR309C	293.32	281.02	-0.061802635
YMR310C	41.44	38.67	-0.099809239
YMR311C	73.59	139.78	0.925576312
YMR312W	37.8	37.59	-0.008037319
YMR313C	36.4	16.5	-1.141472426
YMR314W	249.28	253.87	0.026322782
YMR315W	197.48	282.4	0.516033538
YMR316W	15.25	7.55	-1.014260693
YMR318C	287.48	408.84	0.508074762
YMR319C	59.55	33.73	-0.82006919
YNL001W	55.95	60.13	0.103946827
YNL002C	176.04	221.13	0.328991487
YNL003C	44.85	25.76	-0.799975392
YNL004W	58.62	70.46	0.265411507
YNL005C	78.81	58.96	-0.418642177
YNL006W	66.13	41.42	-0.674977348
YNL007C	283.82	619.88	1.127012702
YNL008C	33.98	16.01	-1.085712545
YNL010W	509.97	619.45	0.280575457
YNL011C	23.34	12.86	-0.859913918
YNL015W	193.67	415.96	1.102844307
YNL016W	399	602.63	0.594883748
YNL020C	17.16	10.36	-0.72802555
YNL021W	43.52	35.15	-0.308153867
YNL022C	41.49	37.92	-0.129804693
YNL023C	33.98	13.61	-1.320018786
YNL024C-A	115.65	251.74	1.122169204
YNL025C	23.99	11.45	-1.067085559
YNL026W	40.48	31.95	-0.341393359
YNL027W	34.84	30.43	-0.19525029
YNL029C	23.77	6.93	-1.778214646
YNL032W	39.56	34.49	-0.197864297
YNL035C	55.26	52.6	-0.071172763
YNL036W	155.55	285.87	0.877980833
YNL037C	222.31	312.76	0.492483168
YNL038W	49.2	17.65	-1.478990132
YNL039W	35.98	30.5	-0.238385944
YNL040W	53.12	31.38	-0.759409794
YNL041C	46.1	24.77	-0.896172882
YNL042W	14.63	5.87	-1.317497361
YNL044W	144.75	158.52	0.131101524
YNL045W	86.71	84.1	-0.044092584
YNL046W	46.01	27.82	-0.725825037
YNL047C	21.41	8.97	-1.255104905
YNL048W	47.42	30.04	-0.65861085
YNL049C	51.53	27.55	-0.903360274
YNL050C	38.78	52	0.42319882
YNL051W	28.97	20.84	-0.475204407
YNL052W	99.82	195.17	0.967330501
YNL053W	25.14	12.88	-0.964852056
YNL054W	28.85	16.06	-0.845099426
YNL055C	847.85	1570.14	0.889012248
YNL056W	71.11	37.4	-0.927014186
YNL059C	73.61	43.93	-0.744695272
YNL061W	145.11	146	0.008821425
YNL062C	75.15	73.85	-0.025175183
YNL063W	24.11	7.39	-1.705985381
YNL064C	661.02	1128.9	0.772151867
YNL065W	18.72	11.41	-0.714281643
YNL066W	423.06	396.52	-0.093468651
YNL068C	32.71	19.58	-0.740350994
YNL069C	4441.16	6555.06	0.561672438
YNL070W	214.3	482.15	1.169850198
YNL071W	433.85	579.04	0.416466684
YNL072W	34.32	31.16	-0.139354319
YNL073W	45.46	12.9	-1.817226619
YNL074C	45.93	53	0.206555576
YNL075W	75.2	100.31	0.41566087
YNL076W	30.33	17.89	-0.761592111
YNL077W	24.37	15.69	-0.635260899
YNL078W	61.27	36.66	-0.740974065
YNL079C	537.96	1136.06	1.078468221
YNL080C	55.79	15.18	-1.877834761
YNL081C	98.42	132.69	0.431036226
YNL082W	20.69	15.05	-0.459170158
YNL083W	17.97	9.08	-0.984826206
YNL084C	108.85	130.95	0.266674652
YNL085W	228.67	124.06	-0.882229076
YNL087W	107.5	58.05	-0.888968688
YNL088W	96.87	57.9	-0.742486593
YNL090W	77.23	66.05	-0.22560281
YNL091W	60.23	27.55	-1.12842994
YNL094W	41.89	8.09	-2.372394276
YNL095C	23.62	11.42	-1.048446314
YNL097C	25.33	21.42	-0.241888597
YNL099C	76.31	56	-0.446445299
YNL100W	47.87	47.49	-0.01149805
YNL101W	43.92	14.56	-1.592867699
YNL102W	62.15	37.39	-0.73310192
YNL103W	43.56	26.03	-0.742828642
YNL104C	293.57	278.04	-0.078412096
YNL106C	20.73	9.59	-1.112117396
YNL107W	27.75	29.56	0.091158498
YNL108C	76.13	96.01	0.334719601
YNL110C	150.78	263.56	0.805686355
YNL111C	152.63	343.37	1.16972544
YNL112W	227.51	322.47	0.503234991
YNL113W	174.4	260.13	0.57683275
YNL115C	29.09	27.46	-0.083191671
YNL116W	32.08	30.84	-0.056871377
YNL118C	78.27	58.1	-0.429921281
YNL119W	34.12	19	-0.844618228
YNL121C	220.96	227.96	0.044995473
YNL122C	46.91	104.24	1.151941583
YNL123W	91.51	74.21	-0.302315799
YNL124W	23.17	26.37	0.186639527
YNL125C	21.82	7.83	-1.478566889
YNL126W	27.02	9.94	-1.442709918
YNL127W	28.77	11.52	-1.320424504
YNL129W	47.19	45.05	-0.066954065
YNL130C	140.04	102.19	-0.454584941
YNL131W	313.26	543.44	0.794760195
YNL132W	131.07	102.7	-0.35190133
YNL134C	91.91	147.74	0.684766739
YNL135C	1035.18	1892.81	0.870647951
YNL136W	19.12	15.71	-0.283399343
YNL137C	57.62	50.72	-0.184014915
YNL138W	233.68	292.21	0.322471288
YNL139C	57.19	26.69	-1.0994636
YNL141W	89.44	100.51	0.168346953
YNL142W	8.52	2.37	-1.845966371
YNL144C	5.5	1.79	-1.619472031
YNL145W	664.44	1769.01	1.412731371
YNL147W	156.22	286.85	0.876717352
YNL148C	18.79	19.46	0.050546643
YNL149C	280.63	329.14	0.230032122
YNL151C	77.47	93.46	0.270711298
YNL152W	28.64	20.28	-0.49797384
YNL153C	132.13	173.15	0.390064321
YNL154C	145.19	135.31	-0.101673626
YNL155W	94.57	91.25	-0.051558038
YNL156C	60.04	39.41	-0.607362227
YNL158W	35.48	35.42	-0.002441798
YNL159C	35.26	31.52	-0.16176494
YNL160W	82.24	166.83	1.020466573
YNL161W	52.37	40.04	-0.387298631
YNL163C	52.42	39.95	-0.391921851
YNL164C	24.01	23.28	-0.044544345
YNL165W	18.43	10.79	-0.772361206
YNL166C	50.86	71.8	0.497452382
YNL167C	25.51	15.45	-0.723456061
YNL168C	89.61	92.05	0.038757983
YNL169C	53.71	33.22	-0.693138648
YNL172W	19.95	5.13	-1.959358016
YNL173C	51.14	59.19	0.210901296
YNL175C	138.64	190.02	0.454807714
YNL176C	30.19	15.96	-0.919610105
YNL177C	67.71	78.59	0.214976833
YNL178W	5541.67	7442.53	0.425472329
YNL180C	74.32	47.39	-0.649167841
YNL181W	53.99	59.78	0.14697068
YNL182C	63.5	47.58	-0.41640132
YNL183C	30.26	21.12	-0.518802153
YNL185C	73.74	74.39	0.012661281
YNL186W	69.7	36.9	-0.91753784
YNL187W	15.37	1.55	-3.309777044
YNL188W	28.73	8.54	-1.750250018
YNL189W	232.08	305.22	0.395227299
YNL191W	40.69	31.06	-0.389616451
YNL192W	78.41	47.95	-0.709506845
YNL193W	32.45	18.79	-0.788253411
YNL197C	48.65	44.59	-0.125719605
YNL199C	46	32.48	-0.502082229
YNL200C	21.02	24.43	0.216891194
YNL201C	51.35	28.08	-0.870821341
YNL206C	53.65	25.68	-1.062932969
YNL207W	63.88	79.63	0.317947745
YNL208W	447.39	799.66	0.837853714
YNL212W	65	56.14	-0.211410654
YNL213C	34.22	10.81	-1.662473237
YNL214W	22.21	20.65	-0.105067611
YNL215W	21.41	58.43	1.448424494
YNL216W	76.23	89.98	0.239245491
YNL217W	105.98	58.54	-0.856297382
YNL218W	21.06	13.39	-0.653349476
YNL219C	87.99	47.32	-0.894889498
YNL220W	297.36	377.7	0.34503019
YNL221C	54.96	24.09	-1.189947611
YNL222W	38.98	52.63	0.433151304
YNL223W	12.58	7.1	-0.825240992
YNL224C	32.27	29.25	-0.141756953
YNL225C	24.65	15.17	-0.700366561
YNL227C	27.57	19.37	-0.509275313
YNL229C	54.69	79.55	0.540584868
YNL230C	16.44	6.2	-1.406870178
YNL231C	158.52	218.83	0.465145662
YNL232W	70.73	79.82	0.174428018
YNL233W	30.82	23.66	-0.381416788
YNL234W	10.69	4.54	-1.23549765
YNL236W	40.6	17.3	-1.23070769
YNL238W	61.88	32.4	-0.933479384
YNL239W	120.45	114.9	-0.068055596
YNL240C	37.88	23.21	-0.706689808
YNL241C	295.12	272.95	-0.112664997
YNL242W	16.47	7.92	-1.05626822
YNL243W	135.96	108.79	-0.321636317
YNL244C	776.61	911.73	0.231416363
YNL245C	24.93	26.21	0.072234471
YNL246W	65.77	62.53	-0.072881153
YNL247W	209.61	199.25	-0.073127822
YNL248C	139.46	163.99	0.233756456
YNL249C	11.43	5.74	-0.993702762
YNL250W	22.72	8.49	-1.420126376
YNL251C	69.64	80.58	0.210505602
YNL252C	50.3	53.84	0.09812001
YNL253W	26.05	21.91	-0.249693888
YNL254C	19.14	9.13	-1.067904065
YNL255C	491.83	972.3	0.983241784
YNL256W	52.67	29.04	-0.858940006
YNL257C	37.06	8.36	-2.148288034
YNL258C	43.87	25.02	-0.810152917
YNL259C	160.19	204.57	0.352810502
YNL260C	37.96	53.4	0.49235975
YNL261W	35.44	17.01	-1.058995463
YNL262W	50.4	21.14	-1.253448357
YNL263C	101.3	125.33	0.307097617
YNL264C	55.07	49.73	-0.147150177
YNL265C	40.86	57.94	0.503870481
YNL267W	46.52	22.41	-1.053708448
YNL268W	121.66	132.61	0.124334663
YNL271C	64.06	16.49	-1.957832399
YNL272C	58.73	22.15	-1.406790939
YNL273W	26.39	10.93	-1.27169795
YNL274C	26.52	34.2	0.36691555
YNL275W	22.2	9.34	-1.249065222
YNL277W	22.8	20.7	-0.139403057
YNL278W	23.26	14.18	-0.713993564
YNL280C	127.26	98.96	-0.362861621
YNL281W	356.77	315.1	-0.179184553
YNL282W	25.48	21.34	-0.255805101
YNL283C	58.58	21.05	-1.47658796
YNL284C	70.74	69.08	-0.034258136
YNL286W	25.53	20.61	-0.308849033
YNL287W	240.64	182.7	-0.397399838
YNL288W	46.97	42.51	-0.143937335
YNL289W	56.18	55.52	-0.017049057
YNL290W	71	68.28	-0.056355966
YNL291C	46.23	19.72	-1.229169811
YNL292W	47.89	65.67	0.45551002
YNL293W	18.98	11.84	-0.680810911
YNL294C	30.87	5.92	-2.382536402
YNL295W	23.14	11.37	-1.02515661
YNL297C	54.72	21.66	-1.337034987
YNL298W	33.94	20.51	-0.726659073
YNL299W	23.55	15.46	-0.607186741
YNL300W	123.67	328.05	1.407420149
YNL304W	22.43	15.31	-0.550955338
YNL305C	42.29	54.54	0.36699814
YNL306W	128.98	123.78	-0.059369148
YNL307C	150.45	137.14	-0.133634679
YNL308C	83.04	123.75	0.575550176
YNL309W	20.48	21.58	0.075479149
YNL310C	62.29	76.72	0.300602148
YNL311C	17.01	8.01	-1.086508993
YNL312W	90.37	147.79	0.709632827
YNL313C	71.96	48.57	-0.5671297
YNL314W	19.28	8.1	-1.251111238
YNL315C	61.95	52.57	-0.236864547
YNL316C	23.59	23.72	0.007928591
YNL317W	28.19	21.47	-0.392861287
YNL320W	36.59	34.67	-0.077761579
YNL321W	43.09	22.81	-0.917686652
YNL322C	182.13	191.71	0.073957014
YNL323W	84.5	79.93	-0.080214252
YNL325C	16.45	8.26	-0.993873897
YNL326C	29.09	14.41	-1.013452961
YNL327W	224.15	218.4	-0.037491643
YNL329C	32.65	7.59	-2.104911201
YNL330C	71.87	52.36	-0.456924589
YNR001C	148.81	147.7	-0.010801652
YNR003C	58.4	70.21	0.265708159
YNR006W	30.96	33.35	0.10728129
YNR007C	12.6	19.75	0.64842892
YNR008W	41.15	47.9	0.219133225
YNR009W	30.05	46.32	0.624270262
YNR010W	27.82	36.12	0.376675473
YNR011C	28.34	15.43	-0.877101696
YNR012W	38.31	29.52	-0.376028304
YNR013C	65.88	49	-0.427058806
YNR015W	50.11	37.57	-0.415517422
YNR016C	606.61	395.33	-0.617711841
YNR017W	154.36	172.36	0.159126055
YNR018W	154.83	191.25	0.304774711
YNR019W	58.22	64.14	0.139709514
YNR020C	19.03	28.29	0.572016615
YNR021W	235.56	213.54	-0.14158824
YNR022C	89.14	97.99	0.136561567
YNR023W	21.7	18.39	-0.238773563
YNR024W	28.69	40.5	0.49737394
YNR026C	47.69	55.33	0.214375141
YNR027W	30.03	20.09	-0.579926911
YNR028W	57.11	49.4	-0.209232343
YNR029C	33.6	32.27	-0.058267655
YNR030W	75.97	54.46	-0.480232839
YNR031C	42.4	11	-1.946560741
YNR032C-A	78.12	95.99	0.297192168
YNR032W	33.51	19.79	-0.759820074
YNR033W	49.97	29.73	-0.749142755
YNR034W	23.86	39.29	0.719568125
YNR035C	185.22	221.75	0.259694216
YNR036C	190.08	207.93	0.129491183
YNR037C	117.71	132.8	0.174018258
YNR038W	62.26	44.27	-0.491976203
YNR039C	26.95	15.44	-0.80361252
YNR040W	30.5	25.99	-0.230852609
YNR041C	36.18	31.93	-0.180279855
YNR043W	217.21	291.42	0.424009368
YNR044W	28.45	39.36	0.468301568
YNR045W	15.77	8	-0.979110755
YNR046W	125.87	240.79	0.935841008
YNR047W	50.64	21.62	-1.227910882
YNR048W	16.67	12.82	-0.378857842
YNR049C	31.2	38.26	0.294290845
YNR050C	139.93	172.63	0.302977902
YNR051C	109.63	59.25	-0.887755583
YNR052C	55.07	56.41	0.034684328
YNR053C	141.3	126.48	-0.159852193
YNR054C	44.29	85.06	0.941499858
YNR055C	56.88	25.14	-1.177936815
YNR059W	12.51	2.48	-2.334669764
YNR060W	5.02	3.47	-0.532751701
YNR061C	99.9	99.41	-0.007093693
YNR063W	10.79	6.05	-0.834687817
YNR066C	11.52	2.83	-2.025266759
YNR067C	174.34	144.04	-0.27543411
YNR069C	10.9	0.25	-5.44625623
YNR074C	40.45	27.93	-0.534324129
YNR075W	18.18	7.38	-1.300659478
YOL001W	21.37	5.7	-1.906553084
YOL002C	57.05	53.33	-0.097279558
YOL003C	32.59	19.4	-0.7483727
YOL004W	120.58	67.43	-0.838528132
YOL005C	132.25	247.09	0.901768902
YOL006C	64.68	54.79	-0.239407075
YOL007C	52.98	58.92	0.153309587
YOL008W	30.98	32.21	0.056171517
YOL010W	59.88	69.84	0.221979338
YOL011W	35.84	7.25	-2.305517737
YOL012C	190.78	259.55	0.44410255
YOL013C	33.04	16.8	-0.975752454
YOL016C	42.37	42.12	-0.008537692
YOL017W	15.74	11.99	-0.392603882
YOL018C	29.07	36.88	0.343307584
YOL019W	46.82	35.78	-0.387971547
YOL020W	83.6	35.22	-1.247108033
YOL021C	82.78	67.79	-0.288209778
YOL022C	75.76	77.76	0.037591888
YOL023W	16.03	6.06	-1.403384727
YOL025W	17.48	9.51	-0.878187939
YOL026C	101.33	108.71	0.101423292
YOL027C	102.2	89.32	-0.19434004
YOL028C	39.06	32.18	-0.279527623
YOL030W	179.39	234.91	0.389008659
YOL031C	43.64	36.94	-0.240467235
YOL032W	23.77	41.14	0.791399891
YOL033W	19.04	8.78	-1.116740634
YOL034W	21.04	7.61	-1.467166346
YOL036W	52.63	17.78	-1.565630071
YOL038W	215.83	306.94	0.508061257
YOL039W	3659.53	5193.05	0.504923744
YOL040C	4456.67	7005.96	0.652616613
YOL041C	115.62	159.76	0.46651526
YOL042W	28.66	17.78	-0.688783285
YOL043C	12.91	3.43	-1.912208519
YOL044W	14.53	11.82	-0.297804667
YOL045W	38.97	18	-1.114367025
YOL048C	23.29	9.98	-1.222598919
YOL049W	140.01	83.01	-0.754172823
YOL052C	68.87	80.37	0.222781405
YOL053W	20.51	15.27	-0.42562743
YOL054W	14.14	19.42	0.457761081
YOL055C	16.14	12.17	-0.407311411
YOL056W	35.9	42.68	0.249576332
YOL057W	78.34	67.26	-0.220000349
YOL058W	26.74	38.46	0.524359297
YOL059W	168.77	206.29	0.28961541
YOL060C	45.87	31.27	-0.552771688
YOL061W	151.45	152.63	0.011196979
YOL062C	62.06	23.47	-1.402845855
YOL063C	28.74	8	-1.844988157
YOL064C	78.47	99.3	0.339652518
YOL065C	21.99	20.11	-0.128934523
YOL066C	29.57	20.39	-0.536272468
YOL067C	51.88	49.53	-0.066875859
YOL069W	35.75	17.44	-1.035543202
YOL070C	58.45	74.41	0.348293494
YOL071W	26.59	49.3	0.890703869
YOL072W	15.96	9.48	-0.751501687
YOL073C	30.87	20.84	-0.566850205
YOL075C	20.92	7.01	-1.577396502
YOL076W	72.64	49.18	-0.562692468
YOL077C	198.82	215.26	0.11461737
YOL077W-A	164.25	357.51	1.122090226
YOL078W	15.4	6.35	-1.278101854
YOL080C	42.21	40.9	-0.045483986
YOL081W	63.33	9.7	-2.706832427
YOL082W	41.35	20.34	-1.02356765
YOL086C	9777.13	14579.53	0.576461272
YOL086W-A	55.99	41.13	-0.444978108
YOL087C	33.96	14.27	-1.250851124
YOL088C	79.46	76.69	-0.051190324
YOL089C	23.15	11.75	-0.978351437
YOL090W	75.8	52.12	-0.540360764
YOL092W	101.52	119.66	0.237176994
YOL093W	31.32	58.69	0.906030495
YOL094C	44.75	62.17	0.474330896
YOL095C	15.47	5.7	-1.440439372
YOL096C	24.58	29.82	0.278795342
YOL097C	229.18	280.97	0.293934949
YOL098C	110.61	69.23	-0.676012569
YOL100W	23.95	8.67	-1.465921757
YOL101C	19.85	23.09	0.218129166
YOL102C	46.86	50.84	0.117607076
YOL103W	85.25	19.69	-2.114236723
YOL104C	23	0.08	-8.167418146
YOL105C	10.97	2.4	-2.192457215
YOL107W	25.92	28.09	0.115990906
YOL109W	2775.83	6494.16	1.226223714
YOL110W	18.6	9.44	-0.978443857
YOL111C	76.73	143.8	0.906201016
YOL112W	19.28	7.39	-1.383458782
YOL113W	27.6	2.74	-3.332420469
YOL115W	40.44	28.63	-0.498255327
YOL116W	31.62	21.19	-0.57745378
YOL117W	15.67	7.8	-1.006459151
YOL119C	32.72	33.38	0.028811206
YOL122C	41.33	31.46	-0.393670693
YOL123W	192.89	237.9	0.30257692
YOL124C	62.55	62.48	-0.001615431
YOL125W	32.04	17.46	-0.875820589
YOL126C	75.87	82.39	0.118939705
YOL127W	7060.85	9940.48	0.493473649
YOL128C	17.75	8.62	-1.04205925
YOL129W	160.99	181.6	0.173793125
YOL130W	62.55	26.81	-1.222238665
YOL133W	105.23	148.27	0.494680661
YOL135C	25	28.57	0.192572941
YOL136C	52.91	26.32	-1.007380929
YOL137W	25.94	25.85	-0.005014199
YOL138C	20.96	6.64	-1.65838357
YOL139C	653.4	862.74	0.400959392
YOL140W	32.1	9.94	-1.69125554
YOL141W	18.98	15.54	-0.288493489
YOL142W	79.05	92.93	0.233378945
YOL143C	321.02	503.4	0.649042034
YOL144W	24.05	37.29	0.632751903
YOL145C	80.39	59.2	-0.441418875
YOL146W	29.68	33.87	0.190516895
YOL147C	47.23	55.04	0.220776935
YOL148C	36.76	20.08	-0.872377497
YOL149W	59.25	69.46	0.229367257
YOL151W	92.75	120.75	0.380604002
YOL152W	32.04	23.08	-0.473230924
YOL158C	157.41	94.33	-0.738738623
YOL159C	30.58	26.89	-0.185518651
YOL164W	12.7	1.78	-2.834879351
YOR001W	71.2	45.14	-0.657470823
YOR002W	82.2	37.08	-1.14849715
YOR003W	7.34	4.53	-0.696269013
YOR004W	73.65	85.62	0.21726231
YOR005C	9.36	4.35	-1.105493129
YOR006C	33.78	51.25	0.601382676
YOR007C	657.66	600.85	-0.130337053
YOR008C	74.79	70.66	-0.081951634
YOR011W	20.42	3.44	-2.569502396
YOR014W	99.53	60.36	-0.721538638
YOR016C	72.59	81.88	0.173740286
YOR017W	25.55	9.08	-1.492559089
YOR018W	22.2	15.49	-0.519222532
YOR019W	5.13	0.69	-2.894290559
YOR020C	1023.69	1577.75	0.624089728
YOR020W-A	52.95	77.09	0.541913044
YOR021C	167.59	274.16	0.71008203
YOR022C	14.69	9.07	-0.69565994
YOR023C	30.75	27.6	-0.155918143
